organization_name,communityId,country
ITALCERTIFER SOCIETA PER AZIONI,896,IT
UNIVERSITE GUSTAVE EIFFEL,896,FR
SOGEI-SOCIETA GENERALE D'INFORMATICA SPA,896,IT
AEROPORTS PUBLICS DE CATALUNYA SLU,896,ES
UBOTICA TECHNOLOGIES LIMITED,896,IE
SAFRAN SA,896,FR
CENTRE TECHNOLOGIQUE NOUVELLE-AQUITAINE COMPOSITES & MATERIAUX AVANCES,896,FR
TPER S.P.A.,896,IT
AEROPORTO GUGLIELMO MARCONI DI BOLOGNA SPA,896,IT
EUROPEAN PASSENGERS' FEDERATION IVZW,896,BE
SPARSITY SL,896,ES
TESIS SRL,896,IT
CIVITANAVI SYSTEMS SPA,896,IT
FLYNOW AVIATION GMBH,896,AT
SAPHYRION SAGL,896,CH
EUROPEAN REGION OF THE AIRPORTS COUNCIL INTERNATIONAL,896,BE
ESPLORO PROJECTS GMBH,896,DE
AEROMECHS SRL,896,IT
SKYLIFE ENGINEERING SL,896,ES
HITACHI RAIL GTS ITALIA SRL,896,IT
ST OLAVS HOSPITAL HF,896,NO
Industria Project sp. z o.o.,896,PL
DREES & SOMMER ADVANCED BUILDING TECHNOLOGIES GMBH,896,DE
ACTIVTEK MEDICA SP. Z O. O.,896,PL
GRANLUND OY,896,FI
Avidicare AB,896,SE
HALTON OY,896,FI
NORWEGIAN RAILWAY DIRECTORATE,896,NO
ECOLE NATIONALE SUPERIEURE DE MECANIQUE ET D'AEROTECHNIQUE,896,FR
AEDUS SPACE KORLATOLT FELELOSSEGU TARSASAG,896,HU
SAFRAN AIRCRAFT ENGINES,896,FR
OXFORD BROOKES UNIVERSITY,896,UK
CENTRALESUPELEC,896,FR
ATHENS INTERNATIONAL AIRPORT S.A.,896,EL
FSTECHNOLOGY SPA,896,IT
QUIX QUANTUM BV,896,NL
TOPTICA PHOTONICS AG,896,DE
AEROSOFT SPA,896,IT
AIRBUS HELICOPTERS ESPANA SA,896,ES
ASCO INDUSTRIES N.V.,896,BE
"IDEC, INGENERIA Y DESARROLLOS DE COMPOSITES SL",896,ES
MECANIZADOS VITORIA SA,896,ES
DESA SRL,896,IT
AERNNOVA AEROSPACE SA,896,ES
TIRIAKIDIS BASILEIOS ANONIMI BIOMICHANIKI EMPORIKI TECHNIKI ETAIRIA AE,896,EL
NOKIA SOLUTIONS AND NETWORKS GMBH &CO KG,896,DE
ANWENDUNGSZENTRUM GMBH OBERPFAFFENHOFEN,896,DE
AREELIS TECHNOLOGIES SARL,896,FR
ERNEO,896,FR
AEROSPACE PROPULSION PRODUCTS (A. P.P.) BV,896,NL
EDGISE  SA,896,BE
INSAVALOR SA,896,FR
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON,896,FR
SOCIETE NATIONALE SNCF,896,FR
EASN TECHNOLOGY INNOVATION SERVICES BVBA,896,BE
LEONARDO - SOCIETA PER  AZIONI,896,IT
"ONYRIQ LABS, SL",896,ES
VIDEO SYSTEMS SRL,896,IT
ECOMATTERS B.V.,896,NL
AERNNOVA ENGINEERING DIVISION SAU,896,ES
CEDRAT TECHNOLOGIES SA,896,FR
ModuleWorks GmbH,896,DE
ACUNITY GMBH,896,DE
COMPO TECH PLUS SPOL SRO,896,CZ
FAGOR ARRASATE S COOP,896,ES
SISTEMA AZUD SA,896,ES
DIEHL AEROSPACE GMBH,896,DE
MIRSENSE,896,FR
ERICSSON GMBH,896,DE
2.-0 LCA CONSULTANTS APS,896,DK
AEROSTACK GMBH,896,DE
SLF SVENSKA LASERFABRIKEN AB,896,SE
MSC SOFTWARE SARL,896,FR
ILLYCAFFE S.P.A,896,IT
SIMPLAN AG,896,DE
AVIO SPA,896,IT
DEIMOS ENGENHARIA SA,896,PT
ARIANEGROUP GMBH,896,DE
ARIANEGROUP SAS,896,FR
DEIMOS ENGINEERING AND SYSTEMS SLU,896,ES
OFFICE NATIONAL D'ETUDES ET DE RECHERCHES AEROSPATIALES,896,FR
"""INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE AEROSPATIALA """"ELIE CARAFOLI""""- INCAS BUCURESTI""",896,RO
CENTRE NATIONAL D'ETUDES SPATIALES - CNES,896,FR
MT AEROSPACE AG,896,DE
ABSOLUT SYSTEM SAS,896,FR
AIKO SRL,896,IT
IDEKO S COOP,896,ES
PANGAIA GRADO ZERO SRL,896,IT
C.I.R.A. CENTRO ITALIANO RICERCHE AEROSPAZIALI SCPA,896,IT
DEMCON HIGH-TECH SYSTEMS DELFT BV,896,NL
ATMOS SPACE CARGO GMBH,896,DE
HDES SERVICE & ENGINEERING BV,896,NL
HOLONIX SRL,896,IT
SPIN APPLICAZIONI MAGNETICHE S.R.L.,896,IT
HTS DYNAMICS AS,896,NO
MACHINING CENTERS MANUFACTURING S.P.A.,896,IT
WINOW AUTOMATION AS,896,NO
TALLERES WOLCO S.L,896,ES
CRITT TECHNIQUES JET FLUIDE ET USINAGE,896,FR
DEEP42,896,FR
BLM SPA,896,IT
CONSORZIO MUSP - MACCHINE UTENSILI E SISTEMI DI PRODUZIONE,896,IT
TRAGERVEREIN UMWELTTECHNOLOGIE-CLUSTER BAYERN EV,896,DE
LMT TOOL SYSTEMS GMBH & CO. KG,896,DE
DR MATZAT & CO GMBH SPANN UND FERTIGUNGSTECHNIK,896,DE
OFFICINE MECCANICHE B.B.M. S.P.A.,896,IT
KOMATSU UK LIMITED,896,UK
MASCHINENFABRIK WUSTWILLENROTH GMBH,896,DE
SMARTTECH INDUSTRY SOFTWARE SOLUTIONS,896,ES
TRANSPORT & MOBILITY LEUVEN,896,BE
BRUSSELS AIRPORT COMPANY,896,BE
NOMMON SOLUTIONS AND TECHNOLOGIES SL,896,ES
COLLEGE DES INGENIEURS ITALIA SRL,896,IT
YOUWIND RENEWABLES EHF,896,IS
VIVER CLEANTECH S.L,896,ES
RESOLVENT DENMARK P/S,896,DK
college des ingenieurs gmbh,896,DE
PARCO SCIENTIFICO TECNOLOGICO PER LAMBIENTE ENVIRONMENT PARK TORINO SPA,896,IT
Société du Collège des Ingénieurs,896,FR
H2B2 ELECTROLYSIS TECHNOLOGIES SL,896,ES
"TOKAI NATIONAL HIGHER EDUCATION ANDRESEARCH SYSTEM, NATIONAL UNIVERSITY CORPORATION",896,JP
SMARTUP ENGINEERING SRL,896,IT
DIEHL AVIATION LAUPHEIM GMBH,896,DE
WOODWARD L'ORANGE GMBH,896,DE
MOTEURS LEROY-SOMER,896,FR
MAGNA STEYR FAHRZEUGTECHNIK GMBH & CO KG,896,AT
WOODWARD POLAND SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,896,PL
DIEHL AVIATION GILCHING GMBH,896,DE
ROTTERDAMSE ELEKTRISCHE TRAM NV,896,NL
EVOPRO INNOVATION KFT,896,HU
ICOMAT LIMITED,896,UK
ALIDAUNIA S.R.L.,896,IT
LILIUM EAIRCRAFT GMBH,896,DE
KOZLEKEDESTUDOMANYI EGYESULET,896,HU
European Conference of Transport Research Institutes,896,BE
MAGYAR KOZUT NONPROFIT ZARTKORUEN MUKODO RESZVENYTARSASAG,896,HU
FORUM DES LABORATOIRES NATIONAUX EUROPEENS DE RECHERCHE ROUTIERE FEHRLAISBL,896,BE
KTI MAGYAR KOZLEKEDESTUDOMANYI ES LOGISZTIKAI INTEZET NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,896,HU
BKK BUDAPESTI KOZLEKEDESI KOZPONT ZARTKORUEN MUKODO RESZVENYTARSASAG,896,HU
INGENIERIA Y ECONOMIA DEL TRANSPORTE SME MP SA,896,ES
AUSTRO CONTROL OSTERREICHISCHE GESELLSCHAFT FUR ZIVILLUFTFAHRT MBH,896,AT
NAVEGACAO AEREA DE PORTUGAL - NAV PORTUGAL EPE,896,PT
"CENTRO DE REFERENCIA INVESTIGACION DESARROLLO E INNOVACION ATM, A.I.E.",896,ES
STICHTING KONINKLIJK NEDERLANDS LUCHT - EN RUIMTEVAARTCENTRUM,896,NL
DIRECTION DES SERVICES DE LA NAVIGATION AERIENNE,896,FR
EUROCONTROL - EUROPEAN ORGANISATION FOR THE SAFETY OF AIR NAVIGATION,896,BE
EUROUSC ITALIA SRL,896,IT
AIRBUS,896,FR
AIRBUS OPERATIONS SAS,896,FR
GE AEROSPACE POLAND SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,896,PL
AIRBUS OPERATIONS GMBH,896,DE
AIRBUS OPERATIONS SL,896,ES
SAFRAN FILTRATION SYSTEMS,896,FR
SIEC BADAWCZA LUKASIEWICZ-INSTYTUT LOTNICTWA,896,PL
VZLU AEROSPACE AS,896,CZ
SAFRAN AERO BOOSTERS,896,BE
GE MARMARA TECHNOLOGY CENTER MUHENDISLIK HIZMETLERI LIMITED SIRKETI,896,TR
GENERAL ELECTRIC DEUTSCHLAND HOLDING GMBH,896,DE
EXTRA RED SRL,896,IT
LIMMAT SCIENTIFIC AG,896,CH
MODELON AB,896,SE
ADVANCES & INNOVATION IN SCIENCE & ENGINEERING CO EE,896,EL
MODELON DEUTSCHLAND GMBH,896,DE
EGNATIA AVIATION AEROPORIKI ETAIREIA AEROPORIKES EPICHEIRISEIS ETAIREIA PERIORISMENIS EVTHINIS,896,EL
ALMADESIGN CONCEITO E DESENVOLVIMENTO DE DESIGN LDA,896,PT
GESTE Engineering SA,896,CH
NEVOMO POLAND SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,896,PL
EUROPEAN TRANSONIC WINDTUNNEL GMBH,896,DE
GOODRICH CORPORATION,896,US
HARDT BV,896,NL
ARUP BV,896,NL
PROSE AG,896,CH
TRANSPOD FRANCE,896,FR
STICHTING EUROPEAN HYPERLOOP CENTER,896,NL
TUEV RHEINLAND INTERTRAFFIC GMBH,896,DE
EUROTUBE FOUNDATION,896,CH
HOCHSCHULE EMDEN/LEER,896,DE
GESTE EINGINEERING FRANCE,896,FR
PFP ASSOCIACAO DA PLATAFORMA FERROVIARIA PORTUGUESA,896,PT
ZELEROS GLOBAL SL,896,ES
STICHTING HYPERLOOP DEVELOPMENT PROGRAM,896,NL
M.D.P. MATERIALS DESIGN AND PROCESSING SRL,896,IT
HAESAERTS FOR HYDROGEN,896,LU
TEMSA SKODA SABANCI ULASIM ARACLARI ANONIM SIRKETI,896,TR
ELECTRA COMMERCIAL VEHICLES LIMITED,896,UK
BASALTEX NV,896,BE
PROMAT RESEARCH AND TECHNOLOGY CENTRE,896,BE
AIRBUS ATLANTIC,896,FR
BUDAPEST AIRPORT BUDAPEST LISZT FERENC NEMZETKOZI REPULOTER UZEMELTETO ZARTKORUEN MUKODO RESZVENYTARSASAG,896,HU
FLUGHAFEN STUTTGART GMBH,896,DE
VINCI AIRPORTS,896,FR
TUV SUD INDUSTRIE SERVICE GmbH,896,DE
UNION INTERNATIONALE DES CHEMINS DE FER,896,FR
AGENZIA SPAZIALE ITALIANA,896,IT
ENAV SPA,896,IT
ENAIRE,896,ES
BOEING AEROSPACE SPAIN,896,ES
INDRA NAVIA AS,896,NO
PILDO CONSULTING SL,896,ES
DFS DEUTSCHE FLUGSICHERUNG GMBH,896,DE
AIRBUS DEFENCE AND SPACE GMBH,896,DE
"Construcciones y Auxiliar de Ferrocarriles, S.A.",896,ES
UNION DES INDUSTRIES FERROVIAIRES EUROPEENNES - UNIFE,896,BE
DB INFRAGO AG,896,DE
SIEMENS MOBILITY GMBH,896,DE
SNCF RESEAU,896,FR
ECOLE NATIONALE DE L AVIATION CIVILE,896,FR
SCHWEIZERISCHE BUNDESBAHNEN SBB,896,CH
SNCF VOYAGEURS,896,FR
CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES INVESTIGACION Y DESARROLLO SL,896,ES
HS MARSTON AEROSPACE LIMITED,896,UK
MTU AERO ENGINES POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,896,PL
LUFTHANSA TECHNIK AKTIENGESELLSCHAFT,896,DE
UTC AEROSPACE SYSTEMS WROCLAW SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,896,PL
MTU AERO ENGINES AG,896,DE
NORD-MICRO GMBH & CO OHG,896,DE
STICHTING DUITS-NEDERLANDSE WINDTUNNELS,896,NL
CENTRALE INNOVATION SA,896,FR
AIRBUS OPERATIONS LIMITED,896,UK
HONEYWELL INTERNATIONAL SRO,896,CZ
THALES AVS FRANCE SAS,896,FR
FEV TR OTOMOTIV VE ENERJI ARASTIRMAVE MUHENDISLIK LIMITED SIRKETI,896,TR
SIEMENS ENERGY GLOBAL GMBH & CO. KG,896,DE
NUOVO PIGNONE TECNOLOGIE SRL,896,IT
SIEMENS ENERGY INDUSTRIAL TURBOMACHINERY LIMITED,896,UK
SIEMENS ENERGY SAS,896,FR
CENTRAX LIMITED,896,UK
EURNEX e. V.,896,DE
FUNDACION DE LOS FERROCARRILES ESPANOLES,896,ES
RESILIENCE RISING UK,896,UK
MINUARTIA ESTUDIS AMBIENTALS SL,896,ES
HZ UNTERNEHMENSBERATUNG AG,896,DE
OCHRANA DRACOV NA SLOVENSKU ZDRUZENIE,896,SK
PGE ENERGETYKA KOLEJOWA SPOLKA AKCYJNA,896,PL
ITALFERR SPA,896,IT
FUNDACION CENTRO DE TECNOLOGIAS AERONAUTICAS,896,ES
LIEBHERR AEROSPACE TOULOUSE SAS,896,FR
LIEBHERR-ELECTRONICS AND DRIVES GMBH,896,DE
DE MONTFORT UNIVERSITY,896,UK
ESKISEHIR TEKNIK UNIVERSITESI,896,TR
TURK HAVA YOLLARI AO,896,TR
SERVICIOS AERONAUTICOS CONTROL YNAVEGACION S.L.,896,ES
ROTTERDAM AIRPORT  BV,896,NL
AEGEAN AIRLINES AE,896,EL
SCHIPHOL NEDERLAND BV,896,NL
DERGAVNIS UNIVERSITET INFRASTRUKTURI TA TECHNOLOGIS,896,UA
M3 SYSTEMS BELGIUM,896,BE
ALLIANCE FOR NEW MOBILITY EUROPE,896,BE
LILIUM GMBH,896,DE
AEROPORTS DE PARIS SA,896,FR
OPENVIA AIR SL,896,ES
ISA SOFTWARE FRANCE,896,FR
TELESPAZIO SPA,896,IT
INSTYTUT KOLEJNICTWA,896,PL
DEUTSCHE BAHN AG,896,DE
BME ITS KOZLEKEDESI-ES JARMURENDSZEREK NONPROFIT ZARTKORUEN MUKODO RESZVENYTARSASAG,896,HU
K + V INGENIEURGESELLSCHAFT MBH,896,DE
VPI EUROPEAN RAIL SERVICE GMBH,896,DE
DB CARGO AKTIENGESELLSCHAFT,896,DE
VUKV A.S.,896,CZ
TRAFIKVERKET - TRV,896,SE
RAILENIUM,896,FR
THALES ITALIA SPA,896,IT
FREQUENTIS AG,896,AT
SORALUCE S. COOP.,896,ES
ETG RISORSE E TECNOLOGIA SRL,896,IT
SRA INSTRUMENTS SAS,896,FR
QuiX Quantum Holding BV,896,NL
TEMATYS,896,FR
AEROSPACE VALLEY,896,FR
SAFRAN AEROSYSTEMS,896,FR
SAFRAN VENTILATION SYSTEMS,896,FR
JPR,896,FR
OMB SALERI SPA,896,IT
PFW AEROSPACE GMBH,896,DE
FLUID ACTUATION & CONTROL TOULOUSE,896,FR
ESPA,896,FR
SOGECLAIR AEROSPACE SAS,896,FR
SENIOR AEROSPACE ERMETO SAS,896,FR
JEHIER,896,FR
SAFRAN ELECTRICAL & POWER,896,FR
CHART FEROX,896,CZ
VRV SRL,896,IT
A^3 by Airbus LLC,896,US
STATENS VAG- OCH TRANSPORTFORSKNINGSINSTITUT,896,SE
EUROSPACE,896,FR
ESRE ASSOCIATION OF EUROPEAN SPACE RESEARCH ESTABLISHMENTS,896,BE
RESEAU EUROPEEN DES SCIENCES AERONAUTIQUES AISBL,896,BE
EUROPEAN ASSOCIATION OF SPACE TECHNOLOGY RESEARCH ORGANISATIONS,896,BE
SPACE PARTNERSHIP ASSOCIATION FOR THE COMPETITIVENESS OF EUROPE,896,BE
ZAHA HADID LIMITED,896,UK
re-fer AG,896,CH
ORBIX PRODUCTIONS,896,BE
INCREMENTAL 3D GMBH,896,AT
MARIO CUCINELLA ARCHITECTS SRL,896,IT
ZAPORIZHZHIA MACHINE-BUILDING DESIGN BUREAU PROGRESS STATE ENTERPRISE NAMED AFTER ACADEMICIAN O.H. IVCHENKO,896,UA
PLATAFORMA TECNOLOGICA AEROESPACIAL ESPANOLA,896,ES
CEIIA - CENTRO DE ENGENHARIA E DESENVOLVIMENTO (ASSOCIACAO),896,PT
CYCLE GMBH,896,DE
UNIVERSITY OF ULSTER,896,UK
ANSYS GERMANY GMBH,896,DE
UNIVERSITY OF MELBOURNE,896,AU
ANSYS UK LIMITED,896,UK
FEDERATIE VAN VERENIGINGEN VOOR VERWARMING EN LUCHTBEHANDELING IN EUROPA REHVA,896,BE
"FUNDACION PARA LA INVESTIGACION, DESARROLLO Y APLICACION DE MATERIALES COMPUESTOS",896,ES
VLC PHOTONICS SL,896,ES
EAGLEYARD PHOTONICS GMBH,896,DE
ALUVIA PHOTONICS B.V.,896,NL
ENGAGE SRL,896,IT
AIRBUS URBAN MOBILITY GMBH,896,DE
ALPHA CONSULTANTS S.R.L.,896,IT
HELLENIC TRAIN - ANONYMI SIDIRODROMIKI ETAIREIA,896,EL
GE AVIO SRL,896,IT
HAIKAI SRL,896,IT
AIRPORT REGIONS COUNCIL,896,BE
BAUHAUS LUFTFAHRT EV,896,DE
Fives Cryomec AG,896,CH
EUROPEAN RESEARCH INSTITUTE FOR GAS AND ENERGY INNOVATION,896,BE
ASOCIATIA ENERGY POLICY GROUP,896,RO
TRELLEBORG SEALING SOLUTIONS UK LIMITED,896,UK
ELENGY SA,896,FR
CESAME-EXADEBIT SA,896,FR
DEKRA SERVICES SA,896,ES
TRELLEBORG CLERMONT FERRAND SAS,896,FR
H2FLY GMBH,896,DE
SIEMENS INDUSTRY SOFTWARE SAS,896,FR
INGENUITY I O,896,FR
GOODRICH AEROSPACE EUROPE SAS,896,FR
MAHYTEC SARL,896,FR
DASSAULT AVIATION,896,FR
SZECHENYI ISTVAN EGYETEM,896,HU
BANE NOR SF,896,NO
KONTRON TRANSPORTATION DEUTSCHLAND GMBH,896,DE
TELIA SVERIGE AB,896,SE
EVIDEN GLOBAL DELIVERY CENTER DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA KOMUNIKACIJE I INFORMATICKU TEHNOLOGIJU,896,HR
KONTRON TRANSPORTATION ESPANA SL,896,ES
RIDEON TRACK,896,BE
FUNKWERK SYSTEMS GMBH,896,DE
INFRABEL SA,896,BE
ERICSSON FRANCE,896,FR
PRORAIL BV,896,NL
ERICSSON AB,896,SE
Renfe Operadora,896,ES
VAYLAVIRASTO,896,FI
ERICSSON TELECOMMUNICATIE BV,896,NL
KONTRON TRANSPORTATION FRANCE SAS,896,FR
KONINKLIJKE KPN NV,896,NL
NOKIA SOLUTIONS AND NETWORKS KFT,896,HU
HITACHI RAIL GTS FRANCE SAS,896,FR
CAF SIGNALLING S.L,896,ES
TELTRONIC SA,896,ES
SIEMENS MOBILITY LIMITED,896,UK
ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS,896,ES
VIAVI SOLUTIONS FRANCE SAS,896,FR
NOKIA SOLUTIONS AND NETWORKS ITALIA SPA,896,IT
EVIDEN AUSTRIA GMBH,896,AT
ALSTOM TRANSPORT SA,896,FR
BANEDANMARK,896,DK
ERICSSON ESPANA SA,896,ES
KONTRON TRANSPORTATION GmbH,896,AT
SWISS SKYLAB FOUNDATION,896,CH
EVERSAT,896,FR
SISTEMATICA SPA,896,IT
VIBRATEC,896,FR
SYTRAL MOBILITES,896,FR
M+P RAADGEVENDE INGENIEURS BV,896,NL
"INGENIERIA PARA EL CONTROL DEL RUIDO, SL",896,ES
ATMOSPHERE GMBH,896,DE
THE SARA PROJECT SRL,896,IT
ALCINA DOO ZA PROJEKTIRANJE NADZORI POSLOVNE USLUGE,896,HR
DIGI ONE SRL,896,IT
GEA SPACE SRO,896,CZ
TECHNISCHE UNIVERSITAT DARMSTADT,896,DE
FUNDACION ANDALUZA PARA EL DESARROLLO AEROESPACIAL,896,ES
CT INGENIEROS AERONAUTICOS DE AUTOMOCION E INDUSTRIALES SL,896,ES
AIRBUS DEFENCE AND SPACE SA,896,ES
DEEP BLUE SRL,896,IT
CENTRE TECHNIQUE DES INDUSTRIES MECANIQUES,896,FR
PIRAEUS PORT AUTHORITY  SA,896,EL
SPACETECH GMBH,896,DE
MEDITERRANEAN AGRONOMIC INSTITUTE OF CHANIA,896,EL
"TIS PT, CONSULTORES EM TRANSPORTES, INOVACAO E SISTEMAS, SA",896,PT
MONDRAGON GOI ESKOLA POLITEKNIKOA JOSE MARIA ARIZMENDIARRIETA S COOP,896,ES
ANRA TECHNOLOGIES UK LTD,896,UK
AVIANT AS,896,NO
DEMAG CRANES & COMPONENTS GMBH,896,DE
C.R.E.A.T.E. CONSORZIO DI RICERCA PER L'ENERGIA L AUTOMAZIONE E LE TECNOLOGIE DELL'ELETTROMAGNETISMO,896,IT
VSI CIVITTA FOUNDATION,896,LT
KONECRANES GLOBAL OY,896,FI
FERROVIE DELLO STATO ITALIANE SPA,896,IT
MARCONI EXPRESS SPA,896,IT
Flatland Association,896,CH
KONINKLIJKE LUCHTVAART MAATSCHAPPIJNV,896,NL
AMADEUS SAS,896,FR
SITA INFORMATION NETWORKING COMPUTING IRELAND LIMITED,896,IE
THI FACTORY,896,BE
MINISTERSTVO NA OBRAZOVANIETO I NAUKATA,897,BG
UDDANNELSES- OG FORSKNINGSSTYRELSEN,898,DK
"MINISTRY OF EDUCATION, SCIENCE AND YOUTH OF GEORGIA",901,GE
SCIENTIFIC AND INNOVATION PARTNERSHIP ASSISTANCE CENTER,902,AM
LUXINNOVATION GIE,903,LU
MINISTERE DE L'ENSEIGNEMENT SUPERIEUR  ET DE LA RECHERCHE,904,FR
AGENCIJA ZA MOBILNOST I PROGRAME EUROPSKE UNIJE,905,HR
BUSINESS FINLAND OY,906,FI
AGENTIA NATIONALA PENTRU CERCETARE SI DEZVOLTARE,907,MD
AKT FOR WALLONIA,909,BE
"EUROPEAN RESEARCH INFRASTRUCTURE CONSORTIUM FOR THE SURVEY OF HEALTH, AGEING AND RETIREMENT IN EUROPE",962,DE
SHARE BERLIN INSTITUTE GMBH,964,DE
ASSOCIATION OF EUROPEAN SCIENCE & TECHNOLOGY TRANSFER PROFESSIONALS,965,NL
UNA EUROPA,968,BE
AEBB ASSOCIACAO EMPRESARIAL DA BEIRA BAIXA,980,PT
Uniwersytet Przyrodniczy w Lublinie,981,PL
DEV'UP CENTRE-VAL DE LOIRE,982,FR
HPRD - HEALTH PRODUCTS RESEARCH ANDDEVELOPMENT LDA,983,PT
REI - REINDUSTRIA INNOVAZIONE SOCIETA CONSORTILE A RESPONSABILITA LIMITATA,984,IT
COSMETIC VALLEY ASSOCIATION,985,FR
Association of Perfumery and Cosmetics of Ukraine,986,UA
EUSEA - EUROPAISCHE GESELLSCHAFT FUR WISSENSCHAFTSVERANSTALTUNGEN,991,AT
NESTA,992,UK
"YFYPOURGEIO EREVNAS, KAINOTOMIAS KAI PSIFIAKIS POLITIKIS",996,CY
THE MALTA CHAMBER OF COMMERCE AND ENTERPRISE ASSOCIATION,997,MT
ENERGY AND WATER AGENCY,1000,MT
OMOSPONDIA ERGODOTON & VIOMICHANON KYPROU,1002,CY
EUROPEAN HEALTH PUBLIC PROCUREMENT ALLIANCE (EHPPA),1003,FR
RESEAU DES ACHETEURS HOSPITALIERS IDF,1004,FR
EUROPEAN REGIONAL AND LOCAL HEALTH AUTHORITIES ASBL,1005,BE
SWEDEN FOODTECH AB,1007,SE
ROOTCAMP GMBH,1007,DE
COMUNE DI MATERA,1007,IT
FORENING TIL DRIFT AF TECHBBQ,1007,DK
EY ADVISORY SPA,1007,IT
DEEP ECOSYSTEMS 500 UG (HAFTUNGSBESCHRANKT),1007,DE
MILLER INTERNATIONAL KNOWLEDGE SL,1013,ES
INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS AND INSTUTIONS VERENIGING,1018,NL
EUROPEAN SPALLATION SOURCE ERIC,1064,SE
ECCSEL EUROPEAN RESEARCH INFRASTRUCTURE CONSORTIUM,1064,NO
POLITECNICO DI MILANO,1064,IT
"USTAV FYZIKALNI CHEMIE J. HEYROVSKEHO AV CR, v. v. i.",1064,CZ
GLOBEEYE,1064,FR
INSTITUT MINES-TELECOM,1064,FR
JLM INNOVATION GMBH,1064,DE
SCIOSENSE GERMANY GMBH,1064,DE
ELLONA SAS,1064,FR
LAPPEENRANNAN-LAHDEN TEKNILLINEN YLIOPISTO LUT,1064,FI
SUMITOMO SHI FW ENERGIA POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1064,PL
SUMITOMO SHI FW ENERGIA OY,1064,FI
LABORATORIO ENERGIA AMBIENTE PIACENZA,1064,IT
INSTYTUT MASZYN PRZEPLYWOWYCH IM ROBERTA SZEWALSKIEGO POLSKIEJ AKADEMII NAUK - IMP PAN,1064,PL
CA.RE. FOR ENGINEERING,1064,IT
UNIVERZITA KARLOVA,1064,CZ
TECHNISCHE HOCHSCHULE OSTWESTFALEN-LIPPE,1064,DE
SOFIA UNIVERSITY ST KLIMENT OHRIDSKI,1064,BG
"UNIVERSITY OF PETROLEUM AND ENERGYSTUDIES, GEHRADUN",1064,IN
ELECTRO OPTICAL SYSTEMS FINLAND OY,1064,FI
UNIVERSIDAD AUTONOMA DE MADRID,1064,ES
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,1064,IT
NATIONAL SCIENCE CENTER KHARKOV INSTITUTE OF PHYSICS AND TECHNOLOGY,1064,UA
NARODOWE CENTRUM BADAN JADROWYCH,1064,PL
FONDAZIONE SANTA LUCIA,1064,IT
CESKA ASTRONOMICKA SPOLECNOST,1064,CZ
CESKA CENTRA,1064,CZ
VYSOKA SKOLA POLYTECHNICKA JIHLAVA,1064,CZ
UNIVERSIDADE DE LISBOA,1064,PT
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,1064,US
CELVIA CC AS,1064,EE
TECHNICKA UNIVERZITA V LIBERCI,1064,CZ
MIKROBIOLOGICKY USTAV AV CR V.V.I,1064,CZ
NANOINTEC,1064,ES
SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1064,SE
FUNDACION IMDEA ALIMENTACION,1064,ES
FUNDACION IMDEA SOFTWARE,1064,ES
CHINA UNIVERSITY OF MINING AND TECHNOLOGY - BEIJING,1064,CN
UNIVERSIDAD MAYOR DE SAN SIMON,1064,BO
ITASCA CONSULTANTS GMBH,1064,DE
TRIBHUVAN UNIVERSITY,1064,NP
PetroVietnam University,1064,VN
J. KRISMER HANDELSGESELLSCHAFT MBH,1064,AT
TOKYO UNIVERSITY OF SCIENCE FOUNDATION,1064,JP
The University of Electro-Communications,1064,JP
CHALMERS TEKNISKA HOGSKOLA AB,1064,SE
ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS,1064,FR
AMVALOR,1064,FR
SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE,1064,SK
CLOUDFERRO SA,1064,PL
UNIVERSITY OF LANCASTER,1064,UK
GOTTFRIED WILHELM LEIBNIZ UNIVERSITAET HANNOVER,1064,DE
UNIVERSITE DE CAEN NORMANDIE,1064,FR
WILLIAM MARSH RICE UNIVERSITY,1064,US
AMAZEMET SP. Z O.O.,1064,PL
HIDROPAR HAREKET KONTROL TEKNOLOJILERI MERKEZI SANAYI VE TICARET ANONIM SIRKETI,1064,TR
INPHER SARL,1064,CH
FILOSOFICKY USTAV AV CR V V I,1064,CZ
CENTRE INTERNACIONAL DE METODES NUMERICS EN ENGINYERIA,1064,ES
FACULTY OF TECHNOLOGY AND METALLURGY  UNIVERSITY OF BELGRADE,1064,RS
